cluster	gene
MCV	DPCD
MCV	DPEP1
MCV	DPEP2
MCV	DPEP3
MCV	DPF2
MCV	DPP3
MCV	DPP8
MCV	DPRXP4
MCV	DR1
MCV	DRG1
MCV	DSTYK
MCV	DUSP15
MCV	DUSP16
MCV	DUSP28
MCV	DYM
MCV	DYNLL1
MCV	DYNLL1-AS1
MCV	DYNLL2
MCV	DYNLRB1
MCV	DYRK1A
MCV	DYSF
MCV	E2F4
MCV	E2F5
MCV	E2F8
MCV	EBNA1BP2
MCV	EBPL
MCV	ECE1
MCV	ECH1
MCV	ECHDC1
MCV	EDC4
MCV	EDEM2
MCV	EDEM3
MCV	EEF1E1
MCV	EEF1E1-MUTED
MCV	EEF2
MCV	EFCAB13
MCV	EFR3B
MCV	EHBP1L1
MCV	EIF2AK1
MCV	EIF2AK2
MCV	EIF2AK4
MCV	EIF2S1
MCV	EIF3C
MCV	EIF3E
MCV	EIF3F
MCV	EIF3L
MCV	EIF4ENIF1
MCV	EIF4G3
MCV	EIF5
MCV	ELAVL2
MCV	ELF1
MCV	ELL
MCV	ELL3
MCV	ELMO2
MCV	ELMO3
MCV	ELMSAN1
MCV	ELTD1
MCV	EML2
MCV	EML6
MCV	ENAH
MCV	ENDOD1
MCV	ENDOU
MCV	ENKD1
MCV	ENOSF1
MCV	ENPP4
MCV	ENPP5
MCV	ENTPD4
MCV	ENTPD5
MCV	EP300
MCV	EPB41
MCV	EPB41L2
MCV	EPG5
MCV	EPHB2
MCV	EPHB4
MCV	EPHX3
MCV	EPO
MCV	EPRS
MCV	ERAL1
MCV	ERBB2
MCV	ERCC1
MCV	ERCC2
MCV	ERG
MCV	ERI1
MCV	ERI2
MCV	ERLEC1
MCV	ESPL1
MCV	ESPNL
MCV	ETV7
MCV	EXD1
MCV	EXOC3L1
MCV	EXOSC4
MCV	EXOSC9
MCV	EXPH5
MCV	EXTL1
MCV	EZH2
MCV	F2R
MCV	FABP12
MCV	FABP6
MCV	FADS1
MCV	FADS2
MCV	FADS3
MCV	FADS6
MCV	FAHD1
MCV	FAM101A
MCV	FAM104A
MCV	FAM114A1
MCV	FAM117A
MCV	FAM129B
MCV	FAM134A
MCV	FAM153B
MCV	FAM162A
MCV	FAM163B
MCV	FAM167A
MCV	FAM170B
MCV	FAM170B-AS1
MCV	FAM172BP
MCV	FAM173A
MCV	FAM182B
MCV	FAM186A
MCV	FAM187B
MCV	FAM195A
MCV	FAM200B
MCV	FAM203A
MCV	FAM208B
MCV	FAM210B
MCV	FAM212A
MCV	FAM214B
MCV	FAM219B
MCV	FAM21C
MCV	FAM222A
MCV	FAM222A-AS1
MCV	FAM222B
MCV	FAM227A
MCV	FAM228A
MCV	FAM228B
MCV	FAM32A
MCV	FAM43B
MCV	FAM46B
MCV	FAM46C
MCV	FAM57B
MCV	FAM65B
MCV	FAM65C
MCV	FAM76B
MCV	FAM86B3P
MCV	FAM89B
MCV	FAM96A
MCV	FAM96B
MCV	FAN1
MCV	FANCA
MCV	FANCG
MCV	FANK1
MCV	FANK1-AS1
MCV	FARSA
MCV	FAS
MCV	FAS-AS1
MCV	FASTK
MCV	FAXDC2
MCV	FBRSL1
MCV	FBXL15
MCV	FBXL16
MCV	FBXL17
MCV	FBXL19
MCV	FBXL20
MCV	FBXL5
MCV	FBXL8
MCV	FBXO11
MCV	FBXO24
MCV	FBXO28
MCV	FBXO34
MCV	FBXO46
MCV	FBXO48
MCV	FBXO7
MCV	FBXW4
MCV	FBXW8
MCV	FDFT1
MCV	FECH
MCV	FEN1
MCV	FERMT1
MCV	FFAR2
MCV	FGFRL1
MCV	FGL1
MCV	FHOD1
MCV	FIBIN
MCV	FIG4
MCV	FIGNL1
MCV	FKBP10
MCV	FKBP15
MCV	FKBP1B
MCV	FKBP5
MCV	FKBP8
MCV	FKBP9
MCV	FLJ13197
MCV	FLJ30838
MCV	FLJ31306
MCV	FLJ33534
MCV	FLJ36777
MCV	FLOT2
MCV	FLT3
MCV	FMOD
MCV	FNBP4
MCV	FNDC7
MCV	FNTA
MCV	FNTB
MCV	FOCAD
MCV	FOLH1
MCV	FOXA1
MCV	FOXA3
MCV	FOXD2
MCV	FOXD2-AS1
MCV	FOXE3
MCV	FOXH1
MCV	FOXJ3
MCV	FOXM1
MCV	FOXO1
MCV	FOXO3
MCV	FOXP1
MCV	FOXP4
MCV	FOXS1
MCV	FREM3
MCV	FRMD5
MCV	FRS3
MCV	FSD1
MCV	FUS
MCV	FXR2
MCV	FXYD5
MCV	G0S2
MCV	GABBR2
MCV	GABRR3
MCV	GADD45A
MCV	GADD45GIP1
MCV	GALNS
MCV	GALR3
MCV	GAPDH
MCV	GAREML
MCV	GART
MCV	GAS8
MCV	GATA4
MCV	GATAD1
MCV	GATC
MCV	GCAT
MCV	GCDH
MCV	GCH1
MCV	GCNT1
MCV	GCSAML
MCV	GCSAML-AS1
MCV	GCSH
MCV	GDAP2
MCV	GDF15
MCV	GDI2
MCV	GDPD3
MCV	GEMIN5
MCV	GFOD2
MCV	GFRA4
MCV	GGA1
MCV	GGNBP1
MCV	GGT5
MCV	GGT7
MCV	GIGYF1
MCV	GIN1
MCV	GINS4
MCV	GIPR
MCV	GJA1
MCV	GJC3
MCV	GK5
MCV	GKAP1
MCV	GLI4
MCV	GLIS2
MCV	GLRB
MCV	GLRX3
MCV	GLRX5
MCV	GLTP
MCV	GLYAT
MCV	GLYCAM1
MCV	GLYR1
MCV	GMCL1P1
MCV	GMDS
MCV	GMEB2
MCV	GMPPB
MCV	GMPR
MCV	GNA15
MCV	GNAI2
MCV	GNAT1
MCV	GNB1
MCV	GNB2
MCV	GNG12
MCV	GNG12-AS1
MCV	GNG13
MCV	GNL2
MCV	GNPDA1
MCV	GNRH1
MCV	GON4L
MCV	GPAA1
MCV	GPATCH11
MCV	GPATCH3
MCV	GPBP1L1
MCV	GPD1
MCV	GPER
MCV	GPI
MCV	GPIHBP1
MCV	GPLD1
MCV	GPN2
MCV	GPR146
MCV	GPR151
MCV	GPR152
MCV	GPR35
MCV	GPR75
MCV	GPR84
MCV	GPR85
MCV	GPX1
MCV	GPX2
MCV	GPX5
MCV	GPX6
MCV	GRASP
MCV	GRB10
MCV	GREM1
MCV	GRIA2
MCV	GRINA
MCV	GRK1
MCV	GRK7
MCV	GRPEL1
MCV	GSS
MCV	GSTP1
MCV	GSTT1
MCV	GSTTP2
MCV	GTF2E2
MCV	GTPBP1
MCV	GTPBP3
MCV	GUCA1A
MCV	GUCA2A
MCV	GUCA2B
MCV	GUCY1A2
MCV	GUCY2GP
MCV	GUSBP2
MCV	GYG1
MCV	GYPA
MCV	GYPC
MCV	GYPE
MCV	H1F0
MCV	H2AFV
MCV	H2AFX
MCV	HADHA
MCV	HAGH
MCV	HAGHL
MCV	HAMP
MCV	HAUS1
MCV	HAUS8
MCV	HBA1
MCV	HBA2
MCV	HBEGF
MCV	HBM
MCV	HBQ1
MCV	HBS1L
MCV	HBZ
MCV	HCG11
MCV	HCG26
MCV	HCG4B
MCV	HCK
MCV	HCP5
MCV	HDAC7
MCV	HDGFRP2
MCV	HDLBP
MCV	HEATR3
MCV	HEATR5B
MCV	HECTD4
MCV	HECW2
MCV	HELZ2
MCV	HEMK1
MCV	HEPACAM2
MCV	HEXA
MCV	HEXA-AS1
MCV	HEYL
MCV	HFE
MCV	HGC6.3
MCV	HGFAC
MCV	HGSNAT
MCV	HID1
MCV	HIGD1C
MCV	HINFP
MCV	HINT1
MCV	HIRIP3
MCV	HIST1H1A
MCV	HIST1H1B
MCV	HIST1H1C
MCV	HIST1H1D
MCV	HIST1H1E
MCV	HIST1H1T
MCV	HIST1H2AA
MCV	HIST1H2AB
MCV	HIST1H2AC
MCV	HIST1H2AD
MCV	HIST1H2AE
MCV	HIST1H2AG
MCV	HIST1H2AH
MCV	HIST1H2AJ
MCV	HIST1H2AK
MCV	HIST1H2AL
MCV	HIST1H2AM
MCV	HIST1H2APS1
MCV	HIST1H2BA
MCV	HIST1H2BB
MCV	HIST1H2BC
MCV	HIST1H2BD
MCV	HIST1H2BE
MCV	HIST1H2BF
MCV	HIST1H2BG
MCV	HIST1H2BH
MCV	HIST1H2BI
MCV	HIST1H2BJ
MCV	HIST1H2BK
MCV	HIST1H2BL
MCV	HIST1H2BM
MCV	HIST1H2BN
MCV	HIST1H2BO
MCV	HIST1H3A
MCV	HIST1H3B
MCV	HIST1H3C
MCV	HIST1H3D
MCV	HIST1H3E
MCV	HIST1H3F
MCV	HIST1H3G
MCV	HIST1H3H
MCV	HIST1H3I
MCV	HIST1H3J
MCV	HIST1H4A
MCV	HIST1H4B
MCV	HIST1H4C
MCV	HIST1H4D
MCV	HIST1H4E
MCV	HIST1H4F
MCV	HIST1H4G
MCV	HIST1H4H
MCV	HIST1H4I
MCV	HIST1H4J
MCV	HIST1H4K
MCV	HIST1H4L
MCV	HK1
MCV	HKDC1
MCV	HLA-A
MCV	HLA-B
MCV	HLA-DQA1
MCV	HLA-DQB1
MCV	HLA-DRB1
MCV	HLA-DRB5
MCV	HLA-DRB6
MCV	HLA-F
MCV	HLA-F-AS1
MCV	HLA-G
MCV	HLA-H
MCV	HLA-J
MCV	HLTF
MCV	HLTF-AS1
MCV	HM13
MCV	HM13-AS1
MCV	HMBS
MCV	HMG20A
MCV	HMGA1
MCV	HMGB1
MCV	HMGB3P1
MCV	HMGN2
MCV	HMGN4
MCV	HMP19
MCV	HN1L
MCV	HNF1A
MCV	HNF1A-AS1
MCV	HNRNPA1
MCV	HNRNPAB
MCV	HNRNPK
MCV	HNRNPL
MCV	HNRNPM
MCV	HNRNPUL1
MCV	HOOK2
MCV	HOOK3
MCV	HORMAD2
MCV	HPD
MCV	HPS3
MCV	HPS6
MCV	HRH1
MCV	HSD11B1
MCV	HSD11B1L
MCV	HSD11B2
MCV	HSD3B7
MCV	HSF2
MCV	HSF2BP
MCV	HSF4
MCV	HSF5
MCV	HSH2D
MCV	HSP90AA1
MCV	HSP90AB1
MCV	HSPA12B
MCV	HTR1D
MCV	HTR1F
MCV	HTR3C
MCV	HTR3D
MCV	HYAL4
MCV	HYALP1
MCV	HYOU1
MCV	HYPK
MCV	ID1
MCV	IFFO1
MCV	IFI30
MCV	IFITM4P
MCV	IFNAR1
MCV	IFNGR2
MCV	IFT140
MCV	IFT20
MCV	IFT80
MCV	IGDCC4
MCV	IGF2R
MCV	IGSF9
MCV	IKZF1
MCV	IL12RB1
MCV	IL12RB2
MCV	IL17C
MCV	IL17REL
MCV	IL18R1
MCV	IL18RAP
MCV	IL1F10
MCV	IL1RN
MCV	IL27
MCV	IL2RB
MCV	IL31
MCV	IL36B
MCV	IL36RN
MCV	IL37
MCV	IL5RA
MCV	IL6R
MCV	ILKAP
MCV	IMPDH2
MCV	IMPG2
MCV	INA
MCV	INO80
MCV	INO80E
MCV	INPP5J
MCV	INPP5K
MCV	INSL4
MCV	INSL6
MCV	INTS2
MCV	IP6K1
MCV	IP6K2
MCV	IPP
MCV	IREB2
MCV	IRF2BP1
MCV	IRF2BP2
MCV	IRF6
MCV	IRGC
MCV	IRS2
MCV	ISPD
MCV	ISYNA1
MCV	ITFG3
MCV	ITGA1
MCV	ITGA4
MCV	ITGA5
MCV	ITGAD
MCV	ITGAL
MCV	ITGAM
MCV	ITGAX
MCV	ITGB2
MCV	ITGB2-AS1
MCV	ITGB3
MCV	ITPR2
MCV	ITSN1
MCV	ITSN2
MCV	JAK2
MCV	JARID2
MCV	JMJD1C
MCV	JMJD8
MCV	JOSD1
MCV	JPH3
MCV	JUNB
MCV	JUND
MCV	KAAG1
MCV	KANSL1
MCV	KAT2B
MCV	KAT5
MCV	KAT8
MCV	KAZALD1
MCV	KBTBD2
MCV	KCNAB1
MCV	KCNAB1-AS2
MCV	KCNB1
MCV	KCNE3
MCV	KCNE4
MCV	KCNIP2
MCV	KCNJ4
MCV	KCNK7
MCV	KCNMB2
MCV	KCNN1
MCV	KCNN4
MCV	KCTD13
MCV	KCTD17
MCV	KCTD19
MCV	KCTD9
MCV	KDELC2
MCV	KDELR3
MCV	KDM1A
MCV	KDM1B
MCV	KDM2A
MCV	KDM4A
MCV	KDM4A-AS1
MCV	KDM4B
MCV	KDM4C
MCV	KIAA0087
MCV	KIAA0100
MCV	KIAA0101
MCV	KIAA0141
MCV	KIAA0146
MCV	KIAA0195
MCV	KIAA0247
MCV	KIAA0319
MCV	KIAA0355
MCV	KIAA0391
MCV	KIAA0586
MCV	KIAA0754
MCV	KIAA0895L
MCV	KIAA0907
MCV	KIAA0922
MCV	KIAA1217
MCV	KIAA1683
MCV	KIAA1751
MCV	KIAA1875
MCV	KIAA1919
MCV	KIF14
MCV	KIF22
MCV	KIF25
MCV	KIF27
MCV	KIF4B
MCV	KIFC2
MCV	KIT
MCV	KITLG
MCV	KLB
MCV	KLC1
MCV	KLC3
MCV	KLF1
MCV	KLF10
MCV	KLF12
MCV	KLF16
MCV	KLF17
MCV	KLF3
MCV	KLF6
MCV	KLHDC4
MCV	KLHDC7B
MCV	KLHDC8A
MCV	KLHDC8B
MCV	KLHL10
MCV	KLHL11
MCV	KLHL29
MCV	KLHL30
MCV	KLHL5
MCV	KLK10
MCV	KLK11
MCV	KLK12
MCV	KLK13
MCV	KLK14
MCV	KLK9
MCV	KLRAP1
MCV	KLRC1
MCV	KLRC2
MCV	KLRC3
MCV	KLRC4
MCV	KLRC4-KLRK1
MCV	KLRG2
MCV	KPNA1
MCV	KPNA2
MCV	KPNA3
MCV	KPNA4
MCV	KPNA7
MCV	KRT18P55
MCV	KRTDAP
MCV	L3MBTL2
MCV	L3MBTL4
MCV	LACE1
MCV	LACRT
MCV	LAMB2
MCV	LAMB2P1
MCV	LARP1
MCV	LARP4
MCV	LBR
MCV	LCAT
MCV	LCLAT1
MCV	LCMT2
MCV	LCTL
MCV	LDB1
MCV	LDLRAP1
MCV	LEMD1
MCV	LEMD1-AS1
MCV	LEPR
MCV	LETMD1
MCV	LGALS1
MCV	LGALS2
MCV	LGALS3
MCV	LGALS4
MCV	LGALS7
MCV	LGALS7B
MCV	LIAS
MCV	LIMA1
MCV	LIME1
MCV	LIMK2
MCV	LIN28A
MCV	LIN52
MCV	LIN54
MCV	LINC00028
MCV	LINC00094
MCV	LINC00176
MCV	LINC00184
MCV	LINC00208
MCV	LINC00235
MCV	LINC00240
MCV	LINC00254
MCV	LINC00260
MCV	LINC00265
MCV	LINC00271
MCV	LINC00293
MCV	LINC00299
MCV	LINC00304
MCV	LINC00336
MCV	LINC00339
MCV	LINC00340
MCV	LINC00423
MCV	LINC00461
MCV	LINC00523
MCV	LINC00570
MCV	LINC00578
MCV	LINC00597
MCV	LINC00853
MCV	LINC00882
MCV	LINC00885
MCV	LINC00920
MCV	LIPT2
MCV	LLGL2
MCV	LMAN1L
MCV	LMAN2
MCV	LMBRD2
MCV	LMF1
MCV	LMF2
MCV	LMO2
MCV	LMO7
MCV	LMOD2
MCV	LNX1
MCV	LNX1-AS2
MCV	LOC100128682
MCV	LOC100128750
MCV	LOC100128881
MCV	LOC100129148
MCV	LOC100129195
MCV	LOC100129427
MCV	LOC100129534
MCV	LOC100129726
MCV	LOC100129917
MCV	LOC100129931
MCV	LOC100130015
MCV	LOC100130075
MCV	LOC100130348
MCV	LOC100130476
MCV	LOC100130987
MCV	LOC100131289
MCV	LOC100131564
MCV	LOC100131691
MCV	LOC100132146
MCV	LOC100132735
MCV	LOC100133612
MCV	LOC100134368
MCV	LOC100134868
MCV	LOC100270746
MCV	LOC100287036
MCV	LOC100287177
MCV	LOC100287846
MCV	LOC100288123
MCV	LOC100289092
MCV	LOC100289509
MCV	LOC100505702
MCV	LOC100505761
MCV	LOC100505806
MCV	LOC100505876
MCV	LOC100506082
MCV	LOC100506241
MCV	LOC100506321
MCV	LOC100506548
MCV	LOC100506746
MCV	LOC100506795
MCV	LOC100506963
MCV	LOC100507156
MCV	LOC100507173
MCV	LOC100507194
MCV	LOC100507387
MCV	LOC100507389
MCV	LOC100507424
MCV	LOC100507501
MCV	LOC100652999
MCV	LOC100996634
MCV	LOC145783
MCV	LOC149950
MCV	LOC151174
MCV	LOC157273
MCV	LOC254896
MCV	LOC284801
MCV	LOC285419
MCV	LOC285692
MCV	LOC285819
MCV	LOC285847
MCV	LOC286059
MCV	LOC338799
MCV	LOC339666
MCV	LOC392364
MCV	LOC400558
MCV	LOC401127
MCV	LOC401397
MCV	LOC440028
MCV	LOC440354
MCV	LOC541471
MCV	LOC595101
MCV	LOC606724
MCV	LOC613038
MCV	LOC643201
MCV	LOC643339
MCV	LOC645434
MCV	LOC645638
MCV	LOC646498
MCV	LOC646999
MCV	LOC653653
MCV	LOC728431
MCV	LOC729059
MCV	LOC729739
MCV	LOC729966
MCV	LOC729970
MCV	LOC730227
MCV	LOH12CR1
MCV	LONP1
MCV	LOXL2
MCV	LPO
MCV	LRCH4
MCV	LRCOL1
MCV	LRFN4
MCV	LRIG1
MCV	LRP3
MCV	LRPAP1
MCV	LRRC16A
MCV	LRRC2
MCV	LRRC2-AS1
MCV	LRRC25
MCV	LRRC29
MCV	LRRC36
MCV	LRRC37BP1
MCV	LRRC43
MCV	LRRC46
MCV	LRRC47
MCV	LRRCC1
MCV	LRRN4
MCV	LRSAM1
MCV	LSM14A
MCV	LSM14B
MCV	LSM4
MCV	LSR
MCV	LTBR
MCV	LTK
MCV	LUC7L
MCV	LUC7L2
MCV	LUST
MCV	LUZP1
MCV	LY75
MCV	LY75-CD302
MCV	LYPD5
MCV	LYRM1
MCV	LYRM7
MCV	MACF1
MCV	MADD
MCV	MAF1
MCV	MAG
MCV	MAGOHB
MCV	MAN1A2
MCV	MAN2B1
MCV	MANBA
MCV	MAP1A
MCV	MAP1LC3A
MCV	MAP2K2
MCV	MAP2K6
MCV	MAP3K11
MCV	MAP3K12
MCV	MAP3K7
MCV	MAPK10
MCV	MAPK1IP1L
MCV	MAPK3
MCV	MAPK8IP2
MCV	MAPK8IP3
MCV	MAPKAPK3
MCV	MAPKAPK5
MCV	MAPKAPK5-AS1
MCV	MAPRE1
MCV	MARCH2
MCV	MARCH8
MCV	MARK3
MCV	MAST1
MCV	MAST2
MCV	MAST3
MCV	MAX
MCV	MAZ
MCV	MBD2
MCV	MC1R
MCV	MCEE
MCV	MCHR1
MCV	MDFI
MCV	MDM2
MCV	ME3
MCV	MEAF6
MCV	MECOM
MCV	MECR
MCV	MED1
MCV	MED13
MCV	MED19
MCV	MED20
MCV	MED22
MCV	MED4
MCV	MED4-AS1
MCV	MEF2C
MCV	MEGF11
MCV	MEIOB
MCV	METTL21A
MCV	METTL7A
MCV	MFAP1
MCV	MFHAS1
MCV	MFSD2B
MCV	MFSD5
MCV	MGA
MCV	MGAT3
MCV	MGC16142
MCV	MGEA5
MCV	MICA
MCV	MICAL1
MCV	MIEN1
MCV	MIOX
MCV	MIPOL1
MCV	MIR101-2
MCV	MIR1179
MCV	MIR1203
MCV	MIR1205
MCV	MIR1206
MCV	MIR1208
MCV	MIR1234
MCV	MIR1250
MCV	MIR1272
MCV	MIR1282
MCV	MIR1293
MCV	MIR1296
MCV	MIR130A
MCV	MIR130B
MCV	MIR1322
MCV	MIR142
MCV	MIR144
MCV	MIR1469
MCV	MIR146B
MCV	MIR1470
MCV	MIR148B
MCV	MIR15B
MCV	MIR16-2
MCV	MIR181A1
MCV	MIR181A1HG
MCV	MIR181B1
MCV	MIR1908
MCV	MIR1909
MCV	MIR1976
MCV	MIR21
MCV	MIR26B
MCV	MIR301A
MCV	MIR301B
MCV	MIR3065
MCV	MIR30B
MCV	MIR30D
MCV	MIR3115
MCV	MIR3134
MCV	MIR3138
MCV	MIR3141
MCV	MIR3143
MCV	MIR3156-1
MCV	MIR3158-2
MCV	MIR3188
MCV	MIR3189
MCV	MIR3193
MCV	MIR320D1
MCV	MIR328
MCV	MIR330
MCV	MIR338
MCV	MIR339
MCV	MIR3529
MCV	MIR3662
MCV	MIR3668
MCV	MIR3682
MCV	MIR3714
MCV	MIR3925
MCV	MIR3928
MCV	MIR4271
MCV	MIR4289
MCV	MIR4308
MCV	MIR4309
MCV	MIR4325
MCV	MIR4432
MCV	MIR4442
MCV	MIR4464
MCV	MIR4484
MCV	MIR4489
MCV	MIR4497
MCV	MIR4511
MCV	MIR4513
MCV	MIR4517
MCV	MIR4518
MCV	MIR451A
MCV	MIR451B
MCV	MIR454
MCV	MIR4635
MCV	MIR4639
MCV	MIR4641
MCV	MIR4647
MCV	MIR4653
MCV	MIR4654
MCV	MIR4660
MCV	MIR4687
MCV	MIR4690
MCV	MIR4700
MCV	MIR4706
MCV	MIR4721
MCV	MIR4722
MCV	MIR4723
MCV	MIR4728
MCV	MIR4732
MCV	MIR4736
MCV	MIR4746
MCV	MIR4757
MCV	MIR4772
MCV	MIR4787
MCV	MIR4793
MCV	MIR486
MCV	MIR4999
MCV	MIR499A
MCV	MIR499B
MCV	MIR5095
MCV	MIR5189
MCV	MIR5192
MCV	MIR5193
MCV	MIR5581
MCV	MIR5586
MCV	MIR570
MCV	MIR574
MCV	MIR580
MCV	MIR598
MCV	MIR611
MCV	MIR637
MCV	MIR642A
MCV	MIR642B
MCV	MIR645
MCV	MIR657
MCV	MIR658
MCV	MIR659
MCV	MIR662
MCV	MIR663A
MCV	MIR7-1
MCV	MIR7-2
MCV	MIR9-2
MCV	MIR939
MCV	MKL1
MCV	MKRN7P
MCV	MLC1
MCV	MLEC
MCV	MLF1IP
MCV	MLLT4
MCV	MLXIP
MCV	MMP21
MCV	MN1
MCV	MNS1
MCV	MOGAT3
MCV	MOK
MCV	MON1A
MCV	MORN1
MCV	MOSPD3
MCV	MOV10L1
MCV	MPDU1
MCV	MPG
MCV	MPHOSPH10
MCV	MPI
MCV	MPND
MCV	MPO
MCV	MPP5
MCV	MPST
MCV	MPV17L2
MCV	MPZL2
MCV	MPZL3
MCV	MROH1
MCV	MROH8
MCV	MRPL10
MCV	MRPL11
MCV	MRPL22
MCV	MRPL28
MCV	MRPL34
MCV	MRPL42
MCV	MRPL51
MCV	MRPS31
MCV	MRS2
MCV	MSH6
MCV	MSLN
MCV	MSMB
MCV	MSRA
MCV	MST1
MCV	MST1R
MCV	MSTO2P
MCV	MTAP
MCV	MTFP1
MCV	MTG2
MCV	MTHFR
MCV	MTMR10
MCV	MTMR2
MCV	MTMR3
MCV	MTMR4
MCV	MTMR9
MCV	MTRNR2L3
MCV	MTSS1
MCV	MUC12
MCV	MUC17
MCV	MUC20
MCV	MUC4
MCV	MVD
MCV	MVK
MCV	MXD3
MCV	MYB
MCV	MYBPC3
MCV	MYBPHL
MCV	MYH7B
MCV	MYH9
MCV	MYLIP
MCV	MYLK2
MCV	MYLPF
MCV	MYO16
MCV	MYO18B
MCV	MYO1C
MCV	MYO1G
MCV	MYO9B
MCV	MYPOP
MCV	MYRF
MCV	MYT1
MCV	MZF1
MCV	N4BP2L2
MCV	NAALADL1
MCV	NACAD
MCV	NADKD1
MCV	NANOS2
MCV	NANP
MCV	NANS
MCV	NARFL
MCV	NARR
MCV	NARS
MCV	NASP
MCV	NAT16
MCV	NBPF3
MCV	NCAPD2
MCV	NCAPH2
MCV	NCF4
MCV	NCK2
MCV	NCKAP5
MCV	NCKIPSD
MCV	NCLN
MCV	NCOA4
MCV	NCOA6
MCV	NCOR2
MCV	NDFIP1
MCV	NDUFAF7
MCV	NDUFB9
MCV	NDUFS3
MCV	NDUFS5
MCV	NDUFV1
MCV	NDUFV2
MCV	NEB
MCV	NEFH
MCV	NEIL2
MCV	NEK2
MCV	NEK7
MCV	NEK8
MCV	NEURL
MCV	NEURL2
MCV	NEUROD2
MCV	NF2
MCV	NFASC
MCV	NFATC2IP
MCV	NFE2
MCV	NFKB1
MCV	NFKBIE
MCV	NHEJ1
MCV	NICN1
MCV	NINL
MCV	NKAPL
MCV	NKD2
MCV	NKX2-3
MCV	NKX2-4
MCV	NKX2-6
MCV	NKX3-1
MCV	NKX6-3
MCV	NLRP10
MCV	NME4
MCV	NMRK2
MCV	NOA1
MCV	NOL3
MCV	NOP2
MCV	NOS1AP
MCV	NOS3
MCV	NOVA2
MCV	NPAS4
MCV	NPAT
MCV	NPBWR2
MCV	NPC1L1
MCV	NPEPPS
MCV	NPFF
MCV	NPHP3
MCV	NPHP3-ACAD11
MCV	NPHP3-AS1
MCV	NPM2
MCV	NPPA
MCV	NPPA-AS1
MCV	NPPB
MCV	NPPC
MCV	NPRL3
MCV	NR0B2
MCV	NR1H3
MCV	NR2F2
MCV	NR2F6
MCV	NR4A1
MCV	NRAS
MCV	NRBF2
MCV	NREP
MCV	NRG1
MCV	NRN1L
MCV	NRSN2
MCV	NSD1
MCV	NSF
MCV	NT5C1A
MCV	NT5C2
MCV	NT5C3B
MCV	NUAK2
MCV	NUDC
MCV	NUDT19
MCV	NUDT4
MCV	NUDT8
MCV	NUMB
MCV	NUP160
MCV	NUP205
MCV	NUPR1
MCV	NUTF2
MCV	NYAP1
MCV	OASL
MCV	OAZ2
MCV	OBFC1
MCV	OBP2B
MCV	OCEL1
MCV	ODF3B
MCV	OGDH
MCV	OPLAH
MCV	OPRD1
MCV	OPRL1
MCV	OR10K1
MCV	OR10K2
MCV	OR10R2
MCV	OR10S1
MCV	OR10T2
MCV	OR10X1
MCV	OR10Z1
MCV	OR11L1
MCV	OR14A16
MCV	OR2AE1
MCV	OR2AK2
MCV	OR2B2
MCV	OR2B6
MCV	OR2C3
MCV	OR2G2
MCV	OR2G6
MCV	OR2L13
MCV	OR2L8
MCV	OR2T2
MCV	OR2T3
MCV	OR2T5
MCV	OR2T8
MCV	OR2W3
MCV	OR2W5
MCV	OR4B1
MCV	OR4C3
MCV	OR4C45
MCV	OR4D5
MCV	OR4S1
MCV	OR4X2
MCV	OR51D1
MCV	OR51E1
MCV	OR51E2
MCV	OR5AC2
MCV	OR5AP2
MCV	OR5AR1
MCV	OR6K2
MCV	OR6K3
MCV	OR6K6
MCV	OR6N1
MCV	OR6N2
MCV	OR6P1
MCV	OR6T1
MCV	OR6Y1
MCV	OR8D4
MCV	OR8U8
MCV	OR9G9
MCV	ORAI3
MCV	OSBPL7
MCV	OSR1
MCV	OTOP2
MCV	OTOP3
MCV	P2RX1
MCV	P2RX2
MCV	P2RX3
MCV	PABPC1
MCV	PABPC4
MCV	PACS2
MCV	PACSIN3
MCV	PAFAH1B2
MCV	PAFAH2
MCV	PAGR1
MCV	PAIP2B
MCV	PAM
MCV	PAN3
MCV	PAN3-AS1
MCV	PANX2
MCV	PAPD5
MCV	PAPLN
MCV	PAQR6
MCV	PAQR9
MCV	PARD6A
MCV	PARG
MCV	PARP11
MCV	PARVB
MCV	PATZ1
MCV	PC
MCV	PCBP2
MCV	PCDH12
MCV	PCGF3
MCV	PCGF6
MCV	PCIF1
MCV	PCK1
MCV	PCM1
MCV	PCMTD2
MCV	PCNP
MCV	PCNXL2
MCV	PCNXL3
MCV	PCOLCE
MCV	PCOLCE-AS1
MCV	PCOLCE2
MCV	PCSK5
MCV	PCYT1A
MCV	PDCD5
MCV	PDE4B
MCV	PDE4C
MCV	PDE4D
MCV	PDE7B
MCV	PDGFC
MCV	PDGFRA
MCV	PDHX
MCV	PDIA2
MCV	PDIA3
MCV	PDS5B
MCV	PDXK
MCV	PDXP
MCV	PDYN
MCV	PDZK1IP1
MCV	PEAK1
MCV	PELI3
MCV	PEPD
MCV	PER3
MCV	PEX1
MCV	PEX5L
MCV	PFDN1
MCV	PFDN5
MCV	PGAP2
MCV	PGAP3
MCV	PGBD1
MCV	PGC
MCV	PGM2
MCV	PGM2L1
MCV	PGPEP1
MCV	PHF12
MCV	PIAS4
MCV	PIEZO1
MCV	PIGH
MCV	PIGO
MCV	PIGU
MCV	PIGV
MCV	PIK3CA
