cluster	gene
DS	GLB1L3
DS	GNE
DS	GOPC
DS	GRIA1
DS	GRM7
DS	HCG11
DS	HELT
DS	HFE
DS	HIST1H1B
DS	HIST1H1C
DS	HIST1H1T
DS	HIST1H2AC
DS	HIST1H2AJ
DS	HIST1H2AK
DS	HIST1H2AL
DS	HIST1H2AM
DS	HIST1H2APS1
DS	HIST1H2BA
DS	HIST1H2BB
DS	HIST1H2BC
DS	HIST1H2BL
DS	HIST1H2BM
DS	HIST1H2BN
DS	HIST1H2BO
DS	HIST1H3C
DS	HIST1H3H
DS	HIST1H3I
DS	HIST1H3J
DS	HIST1H4C
DS	HIST1H4J
DS	HIST1H4K
DS	HIST1H4L
DS	HMGN4
DS	HSPA13
DS	HTT
DS	IGLON5
DS	IL18RAP
DS	IL6
DS	IMMP2L
DS	ITGA1
DS	ITPR1
DS	ITPR3
DS	KCNC1
DS	KCNG2
DS	KCNIP4
DS	KCNIP4-IT1
DS	KCNN3
DS	KCNT2
DS	KIAA0391
DS	KIAA0922
DS	KLF7
DS	KY
DS	LAMA2
DS	LAMTOR5
DS	LAMTOR5-AS1
DS	LARGE
DS	LDOC1L
DS	LINC00189
DS	LINC00207
DS	LINC00271
DS	LINC00336
DS	LINC00423
DS	LINC00478
DS	LINC00499
DS	LINC00910
DS	LINC00926
DS	LINGO2
DS	LOC100129195
DS	LOC100131289
DS	LOC100507173
DS	LOC100996291
DS	LOC221122
DS	LOC284751
DS	LOC285819
DS	LRRC16A
DS	MAML3
DS	MAP3K7CL
DS	MBNL2
DS	MFHAS1
DS	MIR3666
DS	MIR3677
DS	MIR4268
DS	MIR4271
DS	MIR4301
DS	MIR4305
DS	MIR4318
DS	MIR4717
DS	MIR4788
DS	MIR548AI
DS	MIR940
DS	MND1
DS	MSANTD1
DS	MSRA
DS	MTTP
DS	MYH10
DS	MYOD1
DS	NBAS
DS	NCAM1
DS	NCAPD3
DS	NDEL1
DS	NEK6
DS	NRG3
DS	NRXN1
DS	NTN4
DS	NTRK3
DS	NUFIP2
DS	NYAP2
DS	OBP2B
DS	OPTN
DS	OR2B2
DS	ORC5
DS	OTOGL
DS	PARD6G
DS	PARD6G-AS1
DS	PARP8
DS	PCCA
DS	PCDHA1
DS	PCDHA2
DS	PCDHA3
DS	PCDHA4
DS	PCDHA5
DS	PCDHA6
DS	PCDHA7
DS	PCDHA8
DS	PDGFB
DS	PDLIM7
DS	PDS5B
DS	PEBP1
DS	PGAM1P5
DS	PGBD5
DS	PHF13
DS	PHF2
DS	PLEKHM3
DS	PLGRKT
DS	POM121L2
DS	PPP2R3C
DS	PPP6C
DS	PQLC1
DS	PRDM11
DS	PRKCD
DS	PRKD1
DS	PROK1
DS	PRR16
DS	PRSS16
DS	PSORS1C1
DS	PSORS1C2
DS	PTPRG
DS	RAB27B
DS	RAPGEF4
DS	RASGRP1
DS	RBFA
DS	RBFADN
DS	RBMS3
DS	RGS12
DS	RGS17
DS	RHOBTB1
DS	RLN1
DS	RNPS1
DS	ROBO2
DS	RPUSD4
DS	RYR3
DS	SCAI
DS	SDK1
DS	SDR9C7
DS	SH3TC2
DS	SHB
DS	SHC3
DS	SIGLECL1
DS	SLC13A3
DS	SLC17A1
DS	SLC17A4
DS	SLC25A51
DS	SLC2A10
DS	SLC35F6
DS	SLC8A1-AS1
DS	SLC9A4
DS	SOCS6
DS	SORBS2
DS	SORCS3
DS	SOWAHB
DS	SRPR
DS	ST6GAL1
DS	STAB2
DS	STAU1
DS	STK24
DS	STMND1
DS	SUDS3
DS	SVOPL
DS	TAOK3
DS	TARSL2
DS	TCF12
DS	TCF19
DS	THAP3
DS	THSD7A
DS	THYN1
DS	TIRAP
DS	TKT
DS	TM2D3
DS	TMED9
DS	TMEFF2
DS	TNFSF15
DS	TP53I11
DS	TP53RK
DS	TRIM2
DS	TRIM24
DS	TRIM62
DS	TRPS1
DS	TSNARE1
DS	TXNL4A
DS	TYW5
DS	UBL7-AS1
DS	ULK4
DS	USP4
DS	UTRN
DS	VN1R10P
DS	VPS26B
DS	VSIG10L
DS	VTCN1
DS	WBSCR17
DS	WDR7
DS	YWHAE
DS	ZFAT
DS	ZKSCAN7
DS	ZKSCAN8
DS	ZNF165
DS	ZNF184
DS	ZNF192P1
DS	ZNF197
DS	ZNF204P
DS	ZNF322
DS	ZNF35
DS	ZNF350
DS	ZNF391
DS	ZNF423
DS	ZNF445
DS	ZNF552
DS	ZNF586
DS	ZNF587
DS	ZNF587B
DS	ZNF613
DS	ZNF614
DS	ZNF615
DS	ZNF660
DS	ZNF776
DS	ZSCAN12P1
DS	ZSCAN16
NRT	AATK
NRT	ABHD2
NRT	ACMSD
NRT	ACSS3
NRT	ACVR1B
NRT	ACVR2A
NRT	ACVRL1
NRT	ADAM23
NRT	ADCK3
NRT	ADI1
NRT	ADM
NRT	ADTRP
NRT	AGBL2
NRT	AHI1
NRT	AHSA2
NRT	ALAS1
NRT	ANAPC7
NRT	ANKK1
NRT	ANKRD2
NRT	ANKRD33
NRT	ANO10
NRT	APCDD1L-AS1
NRT	AQP8
NRT	AREL1
NRT	ARFGAP2
NRT	ARHGAP1
NRT	ARHGAP10
NRT	ARHGAP15
NRT	ARHGAP9
NRT	ARHGEF10L
NRT	ARPC3
NRT	ARPP21
NRT	ARVCF
NRT	ASNA1
NRT	ATG13
NRT	ATP2A2
NRT	ATP9A
NRT	B3GALTL
NRT	BAIAP2
NRT	BEST2
NRT	BLK
NRT	BMS1
NRT	BOLA1
NRT	BRD2
NRT	BSN
NRT	BSN-AS2
NRT	C11orf49
NRT	C12orf40
NRT	C18orf54
NRT	C19orf40
NRT	C19orf43
NRT	C1GALT1
NRT	C1orf53
NRT	C1QTNF4
NRT	C2orf74
NRT	C5orf30
NRT	C6orf123
NRT	C6orf15
NRT	C8orf12
NRT	C8orf74
NRT	CACHD1
NRT	CACNA1B
NRT	CACNA1E
NRT	CACNA2D3
NRT	CADM1
NRT	CADM2
NRT	CALB2
NRT	CAMKMT
NRT	CC2D2A
NRT	CCDC116
NRT	CCDC162P
NRT	CCDC58
NRT	CCDC63
NRT	CCDC68
NRT	CCHCR1
NRT	CCNT2
NRT	CCSER1
NRT	CD70
NRT	CDH12
NRT	CDH13
NRT	CDSN
NRT	CECR2
NRT	CELF1
NRT	CELF4
NRT	CEP76
NRT	CEP89
NRT	CHADL
NRT	CHCHD2
NRT	CHD5
NRT	CHD7
NRT	CHRNA2
NRT	CKAP5
NRT	CLDN17
NRT	CLDN23
NRT	CLIP1
NRT	CLK4
NRT	CLP1
NRT	CLUH
NRT	CMAHP
NRT	CNTN5
NRT	CNTNAP3
NRT	COBL
NRT	COL23A1
NRT	COMT
NRT	COPA
NRT	CPVL
NRT	CREB5
NRT	CRHR1
NRT	CRIPAK
NRT	CSTA
NRT	CTNNA3
NRT	CTSB
NRT	CTTNBP2
NRT	CUX1
NRT	CXCL12
NRT	CYP4F11
NRT	CYP4F2
NRT	CYP7B1
NRT	DAB1
NRT	DAG1
NRT	DCBLD1
NRT	DCC
NRT	DCTN5
NRT	DEFB130
NRT	DEFB134
NRT	DEFB135
NRT	DEFB136
NRT	DFNA5
NRT	DLST
NRT	DMAP1
NRT	DNAH11
NRT	DNAH8
NRT	DNM3
NRT	DNTTIP1
NRT	DOCK8
NRT	DOCK9
NRT	DPH3
NRT	DPP6
NRT	DPY19L3
NRT	DRD2
NRT	DTX3L
NRT	DYNC1I2
NRT	EHBP1
NRT	EHMT1
NRT	EIF4E3
NRT	EIF4G3
NRT	EMCN-IT3
NRT	ENAH
NRT	ENDOD1
NRT	EPB41L2
NRT	ERBB4
NRT	ERI1
NRT	ERI3
NRT	ESRG
NRT	ETFB
NRT	ETS1
NRT	EXD3
NRT	EXOC4
NRT	F13A1
NRT	F2
NRT	FAM107B
NRT	FAM120A
NRT	FAM120AOS
NRT	FAM153A
NRT	FAM162A
NRT	FAM167A
NRT	FAM180B
NRT	FAM181B
NRT	FAM183B
NRT	FAM19A1
NRT	FAM20C
NRT	FAM216A
NRT	FAM65B
NRT	FAM86B1
NRT	FAM86B3P
NRT	FAM90A2P
NRT	FANCL
NRT	FARP1
NRT	FBXL22
NRT	FBXO21
NRT	FBXO31
NRT	FCF1
NRT	FDFT1
NRT	FER1L6
NRT	FGF14
NRT	FGF14-IT1
NRT	FGF3
NRT	FLJ30838
NRT	FLJ44511
NRT	FNBP4
NRT	FOXN2
NRT	FOXP2
NRT	FSTL5
NRT	FTSJD1
NRT	GABBR2
NRT	GALNT15
NRT	GATA4
NRT	GHR
NRT	GLI1
NRT	GLIS3
NRT	GNAI2
NRT	GNAT1
NRT	GNG12-AS1
NRT	GOPC
NRT	GPC6
NRT	GPN3
NRT	GPR133
NRT	GPR27
NRT	GPR62
NRT	GPX1
NRT	GRID2
NRT	GRIK3
NRT	GRIP1
NRT	GRM8
NRT	GSTCD
NRT	HAR1A
NRT	HAR1B
NRT	HCN1
NRT	HERC1
NRT	HFE
NRT	HHLA1
NRT	HIPK2
NRT	HIST1H1B
NRT	HIST1H1C
NRT	HIST1H1T
NRT	HIST1H2AC
NRT	HIST1H2AG
NRT	HIST1H2AH
NRT	HIST1H2AJ
NRT	HIST1H2AK
NRT	HIST1H2AL
NRT	HIST1H2AM
NRT	HIST1H2APS1
NRT	HIST1H2BA
NRT	HIST1H2BB
NRT	HIST1H2BC
NRT	HIST1H2BJ
NRT	HIST1H2BK
NRT	HIST1H2BL
NRT	HIST1H2BM
NRT	HIST1H2BN
NRT	HIST1H2BO
NRT	HIST1H3C
NRT	HIST1H3H
NRT	HIST1H3I
NRT	HIST1H3J
NRT	HIST1H4C
NRT	HIST1H4I
NRT	HIST1H4J
NRT	HIST1H4K
NRT	HIST1H4L
NRT	HIST2H2AA4
NRT	HIST2H2AB
NRT	HIST2H2AC
NRT	HIST2H2BC
NRT	HIST2H2BE
NRT	HIST2H3C
NRT	HIST2H4A
NRT	HIVEP1
NRT	HLA-DOA
NRT	HNRNPR
NRT	HOOK2
NRT	HRH4
NRT	HTR1F
NRT	HVCN1
NRT	HYDIN
NRT	IFRD2
NRT	IGLON5
NRT	IMPACT
NRT	INHBC
NRT	INHBE
NRT	INPP4B
NRT	INPP5D
NRT	IQCF1
NRT	IQCF2
NRT	IQCF5
NRT	ITPR1
NRT	JUNB
NRT	KANSL1
NRT	KBTBD4
NRT	KCNAB2
NRT	KCNB1
NRT	KCNH1
NRT	KCNIP4
NRT	KCNIP4-IT1
NRT	KCNQ3
NRT	KCTD10
NRT	KDM4E
NRT	KIAA1841
NRT	KIF15
NRT	KIF2A
NRT	KLF17
NRT	KLF7
NRT	KLHDC8A
NRT	KLHL32
NRT	KNTC1
NRT	KPNA1
NRT	KTN1
NRT	KTN1-AS1
NRT	L3MBTL2
NRT	LARGE
NRT	LIN7A
NRT	LINC00208
NRT	LINC00240
NRT	LINC00271
NRT	LINC00593
NRT	LINC00599
NRT	LINC00616
NRT	LINC00841
NRT	LINC00918
NRT	LINC00934
NRT	LINGO1
NRT	LINGO2
NRT	LMBRD1
NRT	LMO3
NRT	LOC100129195
NRT	LOC100129961
NRT	LOC100131047
NRT	LOC100131289
NRT	LOC100270746
NRT	LOC100287072
NRT	LOC100505474
NRT	LOC100506810
NRT	LOC100506990
NRT	LOC100507066
NRT	LOC100507173
NRT	LOC100507346
NRT	LOC100507377
NRT	LOC100996634
NRT	LOC145474
NRT	LOC157273
NRT	LOC202181
NRT	LOC283177
NRT	LOC284009
NRT	LOC284757
NRT	LOC339803
NRT	LOC392196
NRT	LOC400684
NRT	LOC63930
NRT	LOC644248
NRT	LOC729732
NRT	LRP1
NRT	LRP1B
NRT	LRP4
NRT	LRP4-AS1
NRT	LRRC16A
NRT	LRRC3B
NRT	LSMEM2
NRT	LUST
NRT	LY86-AS1
NRT	MADD
NRT	MAGI1
NRT	MAN1A2
NRT	MAP1LC3B
NRT	MAPT-AS1
NRT	MARS
NRT	MBD2
NRT	MBD5
NRT	MBNL2
NRT	MDFIC
NRT	MED15
NRT	MED19
NRT	METTL13
NRT	METTL16
NRT	METTL21C
NRT	MFHAS1
NRT	MIR1228
NRT	MIR124-1
NRT	MIR124-3
NRT	MIR1250
NRT	MIR130A
NRT	MIR130B
NRT	MIR1322
NRT	MIR137
NRT	MIR137HG
NRT	MIR2355
NRT	MIR2682
NRT	MIR301B
NRT	MIR3065
NRT	MIR3138
NRT	MIR3143
NRT	MIR338
NRT	MIR4301
NRT	MIR4318
NRT	MIR4471
NRT	MIR4660
NRT	MIR4761
NRT	MIR5582
NRT	MIR564
NRT	MIR597
NRT	MIR598
NRT	MIR602
NRT	MIR617
NRT	MIR657
NRT	MMP9
NRT	MMRN1
NRT	MMS19
NRT	MMS22L
NRT	MNT
NRT	MRC1
NRT	MRGPRE
NRT	MRGPRG
NRT	MRGPRG-AS1
NRT	MRPS9
NRT	MSRA
NRT	MTCH2
NRT	MTMR11
NRT	MTMR9
NRT	MYBPC3
NRT	MYF5
NRT	MYF6
NRT	MYO1H
NRT	NCAM1
NRT	NCK1
NRT	NCOA5
NRT	NCSTN
NRT	NDUFA4L2
NRT	NDUFAB1
NRT	NDUFS3
NRT	NEIL2
NRT	NEU2
NRT	NGEF
NRT	NHLH1
NRT	NKX6-1
NRT	NOS1
NRT	NR1H3
NRT	NR3C2
NRT	NR4A2
NRT	NRXN3
NRT	NSF
NRT	NTRK2
NRT	NUAK2
NRT	NUP160
NRT	NUPR1L
NRT	NXPH4
NRT	NYAP2
NRT	OGDH
NRT	OPTC
NRT	OR2B2
NRT	OR4B1
NRT	OR4C3
NRT	OR4C45
NRT	OR4S1
NRT	OR4X1
NRT	OR4X2
NRT	OR9I1
NRT	OR9Q1
NRT	OSBPL1A
NRT	OSBPL3
NRT	OTUD7B
NRT	OXNAD1
NRT	OXR1
NRT	P4HA3
NRT	PACSIN3
NRT	PAFAH1B1
NRT	PALB2
NRT	PARP15
NRT	PARP3
NRT	PARP8
NRT	PARP9
NRT	PCBP4
NRT	PCCB
NRT	PCDH9
NRT	PCSK1
NRT	PDE1C
NRT	PDGFA
NRT	PDPN
NRT	PDSS2
NRT	PEBP1
NRT	PELI1
NRT	PELI2
NRT	PGF
NRT	PGM2L1
NRT	PHF2
NRT	PHKG1
NRT	PHTF2
NRT	PINX1
NRT	PLCG1
NRT	PLCL2
NRT	PLEKHM3
NRT	PLXDC2
NRT	POC1A
NRT	POLI
NRT	POU4F1
NRT	POU6F2
NRT	POU6F2-AS1
NRT	PPIL2
NRT	PPM1F
NRT	PPP1CC
NRT	PPP1R3B
NRT	PPP6C
NRT	PPTC7
NRT	PRDM11
NRT	PRDM2
NRT	PRDX2
NRT	PRELP
NRT	PRKAR1B
NRT	PRKCQ
NRT	PRKCQ-AS1
NRT	PROX2
NRT	PRPF4B
NRT	PRSS55
NRT	PSEN2
NRT	PSMC3
NRT	PSMG2
NRT	PSORS1C1
NRT	PSORS1C2
NRT	PSPH
NRT	PTCH1
NRT	PTH2R
NRT	PTK2B
NRT	PTPN13
NRT	PTPRJ
NRT	PTPRN2
NRT	PTPRQ
NRT	R3HDM2
NRT	RAB27B
NRT	RAB2A
NRT	RABGAP1L
NRT	RAD9B
NRT	RAN
NRT	RANGAP1
NRT	RAPGEF4
NRT	RAPSN
NRT	RBFOX1
NRT	RBM5
NRT	RBMS3
NRT	RCAN2
NRT	RELN
NRT	RFWD2
NRT	RHOA
NRT	RHPN2
NRT	RNASEH2A
NRT	RNF219
NRT	RNF219-AS1
NRT	ROR1
NRT	RORA
NRT	ROS1
NRT	RP1L1
NRT	RPA1
NRT	RPS6KL1
NRT	RRP9
NRT	RSBN1L
NRT	RSRC2
NRT	RTN4RL1
NRT	S100A10
NRT	SACS
NRT	SBF2
NRT	SCAF4
NRT	SCAI
NRT	SCGN
NRT	SDF2L1
NRT	SDK1
NRT	SEMA3B
NRT	SEMA3F
NRT	SETD3
NRT	SF3B4
NRT	SGCG
NRT	SGCZ
NRT	SGK223
NRT	SGSM2
NRT	SH3GL2
NRT	SHANK2
NRT	SHANK2-AS1
NRT	SHISA9
NRT	SHMT2
NRT	SIGLECL1
NRT	SIPA1L1
NRT	SLC12A5
NRT	SLC15A1
NRT	SLC17A1
NRT	SLC17A4
NRT	SLC25A12
NRT	SLC2A13
NRT	SLC2A9
NRT	SLC35G2
NRT	SLC35G5
NRT	SLC38A3
NRT	SLC39A12
NRT	SLC39A13
NRT	SLC4A10
NRT	SLC7A11
NRT	SLC7A11-AS1
NRT	SLMAP
NRT	SMLR1
NRT	SNAP25
NRT	SNAP25-AS1
NRT	SNCA
NRT	SNORA37
NRT	SNORA70B
NRT	SNORD56B
NRT	SNORD67
NRT	SNORD91A
NRT	SNORD91B
NRT	SNTN
NRT	SOD1
NRT	SORCS2
NRT	SORCS3
NRT	SOX7
NRT	SPI1
NRT	SPINT4
NRT	SPIRE1
NRT	SPPL2C
NRT	SRP9
NRT	SRR
NRT	ST6GAL2
NRT	STAC3
NRT	STAG1
NRT	STARD6
NRT	STK24
NRT	STX16
NRT	SUDS3
NRT	SUMF2
NRT	SUMO1P3
NRT	SV2A
NRT	SYNE3
NRT	SYNPR
NRT	SYT13
NRT	TANK
NRT	TAOK3
NRT	TBXAS1
NRT	TCF19
NRT	TCF4
NRT	TCP10L2
NRT	TCTN1
NRT	TDH
NRT	TEF
NRT	TENM3
NRT	TFPI
NRT	TGM4
NRT	THEM4
NRT	TLR4
NRT	TLR9
NRT	TMCC2
NRT	TMEM163
NRT	TMEM42
NRT	TMEM60
NRT	TMX2-CTNND1
NRT	TNFAIP8
NRT	TNFSF9
NRT	TNKS
NRT	TNPO2
NRT	TOP1
NRT	TOP3B
NRT	TOPAZ1
NRT	TOX
NRT	TOX3
NRT	TPP2
NRT	TRAPPC12
NRT	TSPAN18
NRT	TSR1
NRT	TTC12
NRT	TTC28
NRT	TUBB4A
NRT	TWF2
NRT	TXNRD2
NRT	UBE2L3
NRT	UBFD1
NRT	UBTD1
NRT	UCA1
NRT	UGP2
NRT	UGT2B11
NRT	UGT2B28
NRT	USP17L2
NRT	USP17L7
NRT	USP3
NRT	USP3-AS1
NRT	USP34
NRT	USP4
NRT	UTRN
NRT	UVSSA
NRT	VGLL2
NRT	VPS29
NRT	VPS41
NRT	VPS45
NRT	VPS54
NRT	VRK2
NRT	VSIG10
NRT	VSIG10L
NRT	WDPCP
NRT	WDR1
NRT	WDR5B
NRT	WFDC10B
NRT	WFDC11
NRT	WFDC13
NRT	WFDC3
NRT	WNT3
NRT	WWOX
NRT	XKR6
NRT	YDJC
NRT	YLPM1
NRT	YPEL1
NRT	YPEL4
NRT	ZC3H7B
NRT	ZCCHC14
NRT	ZCCHC8
NRT	ZDHHC5
NRT	ZHX3
NRT	ZKSCAN2
NRT	ZKSCAN7
NRT	ZKSCAN8
NRT	ZNF165
NRT	ZNF184
NRT	ZNF192P1
NRT	ZNF197
NRT	ZNF204P
NRT	ZNF35
NRT	ZNF391
NRT	ZNF408
NRT	ZNF445
NRT	ZNF507
NRT	ZNF564
NRT	ZNF660
NRT	ZNF705D
NRT	ZNF709
NRT	ZNF765
NRT	ZNF845
NRT	ZSCAN12P1
NRT	ZSCAN16
OCD	ABCC1
OCD	ABP1
OCD	ACPT
OCD	ACSM3
OCD	ADCK1
OCD	ALLC
OCD	AMBN
OCD	AMTN
OCD	ANAPC16
OCD	ANK3
OCD	ARHGAP10
OCD	ARHGAP15
OCD	ART3
OCD	ASCC1
OCD	ASTN2
OCD	ATF4
OCD	AVL9
OCD	BAK1
OCD	BANK1
OCD	BATF
OCD	BEND3
OCD	BRAF
OCD	C10orf105
OCD	C10orf54
OCD	C14orf178
OCD	C17orf98
OCD	C19orf48
OCD	C3orf35
OCD	C6orf203
OCD	C7orf62
OCD	C9orf57
OCD	CACNA1I
OCD	CADM2
OCD	CALML3
OCD	CCDC173
OCD	CCDC175
OCD	CD320
OCD	CDH23
OCD	CELF3
OCD	CEP78
OCD	CERS4
OCD	CETN1
OCD	CHCHD7
OCD	CHMP2B
OCD	CKAP4
OCD	CLUL1
OCD	CNTNAP4
OCD	COLEC11
OCD	COQ6
OCD	CWC25
OCD	CXCL9
OCD	DKK1
OCD	DLG2
OCD	DLGAP1
OCD	DNAI2
OCD	DPP6
OCD	DPYSL2
OCD	DSC3
OCD	DTNBP1
OCD	EIF2AK1
OCD	ELTD1
OCD	ENTPD5
OCD	ERI2
OCD	EVC
OCD	EVC2
OCD	FABP1
OCD	FAM13B
OCD	FAM161B
OCD	FAM162B
OCD	FAM20C
OCD	FAM218A
OCD	FASTKD1
OCD	FBXL22
OCD	FLVCR2
OCD	FRMD4A
OCD	FTO
OCD	GGNBP1
OCD	GLTP
OCD	GPM6A
OCD	GPR135
OCD	GPR32
OCD	GPRC6A
OCD	GRID2
OCD	GRIN2B
OCD	HCG26
OCD	HCP5
OCD	HLA-DRB1
OCD	HLA-DRB5
OCD	HLA-DRB6
OCD	IDO2
OCD	IP6K3
OCD	IQCK
OCD	ITGA8
OCD	ITGA9
OCD	ITPR3
OCD	JKAMP
OCD	KANK3
OCD	KBTBD2
OCD	KCND2
OCD	KCNQ1
OCD	KIAA0355
OCD	KIAA1217
OCD	KIAA1239
OCD	KIAA1462
OCD	KIF1B
OCD	KIT
OCD	KLHL23
OCD	KLK1
OCD	KLK15
OCD	KNOP1
OCD	KPNA5
OCD	L3HYPDH
OCD	LASP1
OCD	LDLRAD3
OCD	LINC00207
OCD	LINC00336
OCD	LINC00689
OCD	LINC00917
OCD	LINC00923
OCD	LINC00943
OCD	LINC00944
OCD	LINGO4
OCD	LOC100506013
OCD	LOC284100
OCD	LOC285692
OCD	LOC441204
OCD	LOC81691
OCD	LRP1B
OCD	LRRC16A
OCD	LRRC27
OCD	LSM14A
OCD	LYN
OCD	MACC1
OCD	MAML2
OCD	MANBA
OCD	MARCH4
OCD	METTL4
OCD	MGAT3
OCD	MGC45922
OCD	MICB
OCD	MIR3973
OCD	MIR4497
OCD	MIR4727
OCD	MIR4780
OCD	MIR4795
OCD	MIR4801
OCD	MIR5688
OCD	MISP
OCD	MNF1
OCD	MOS
OCD	MRPL1
OCD	MRPL9
OCD	MTNR1B
OCD	MTX2
OCD	MYO18B
OCD	MYOM2
OCD	NAAA
OCD	NAALADL2
OCD	NDUFA7
OCD	NELL1
OCD	NFKB1
OCD	NR3C2
OCD	OAZ3
OCD	PACRG
OCD	PALM
OCD	PCDH15
OCD	PCDH20
OCD	PDHA2
OCD	PHOSPHO2-KLHL23
OCD	PIF1
OCD	PIP4K2B
OCD	PLAG1
OCD	PLEKHO2
OCD	PODXL
OCD	POR
OCD	POU1F1
OCD	PPIG
OCD	PRKG1
OCD	PRKG1-AS1
OCD	PRPF18
OCD	PRPSAP1
OCD	PRSS57
OCD	PTGR2
OCD	PTPRD
OCD	PTPRN2
OCD	PWWP2B
OCD	QRICH2
OCD	RALYL
OCD	RIIAD1
OCD	RNF150
OCD	RP9P
OCD	RPGRIP1L
OCD	RPL23
OCD	RPS19BP1
OCD	RPS20
OCD	RPS28
OCD	RTN1
OCD	SDAD1
OCD	SDR16C5
OCD	SERPINA13P
OCD	SERPINA3
OCD	SIRPB1
OCD	SIRPD
OCD	SIRPG
OCD	SLIT2
OCD	SMCR7L
OCD	SMYD1
OCD	SMYD3
OCD	SNHG5
OCD	SNORA14A
OCD	SNORA21
OCD	SNORD50A
OCD	SNORD50B
OCD	SNORD54
OCD	SNORD88A
OCD	SNORD88B
OCD	SNORD88C
OCD	SNTN
OCD	SNX10
OCD	SNX14
OCD	SNX27
OCD	SPHK1
OCD	SPOCK2
OCD	SREBF1
OCD	SSB
OCD	STK32C
OCD	STX8
OCD	STYXL1
OCD	SUCLG2
OCD	SYNCRIP
OCD	SYNPR
OCD	TAOK3
OCD	TBC1D3
OCD	TBL1XR1
OCD	TCF7L2
OCD	TCP11L2
OCD	TDRKH
OCD	THUMPD1
OCD	TMEM120A
OCD	TNRC6A
OCD	TOM1L2
OCD	TRIM61
OCD	TRPV4
OCD	TTC8
OCD	TTYH2
OCD	TXNL1
OCD	UBALD2
OCD	UBE4B
OCD	USP3
OCD	USP3-AS1
OCD	USP42
OCD	VIPR2
OCD	WDR7
OCD	WNT8A
OCD	WWOX
OCD	XYLT1
OCD	ZNF208
OCD	ZNF257
OCD	ZNF410
OCD	ZNF804B
PTSD	ABCG8
PTSD	ABHD1
PTSD	ADCY7
PTSD	AGAP5
PTSD	AKAP7
PTSD	AKT3
PTSD	ALS2CR12
PTSD	ANKRD20A9P
PTSD	ANO3
PTSD	AP1G2
PTSD	ATF4
PTSD	ATG5
PTSD	ATRAID
PTSD	ATXN1
PTSD	BAMBI
PTSD	BGLAP
PTSD	BOK
PTSD	BOK-AS1
PTSD	BRD7
PTSD	C10orf90
PTSD	C12orf40
PTSD	C17orf102
PTSD	C1orf109
PTSD	C1orf220
PTSD	C1orf85
PTSD	C2orf16
PTSD	C2orf53
PTSD	CACNA1H
PTSD	CACNA1I
PTSD	CACNA2D3
PTSD	CASP10
PTSD	CASP8
PTSD	CCDC39
PTSD	CCT3
PTSD	CDCA8
PTSD	CDH17
PTSD	CDK14
PTSD	CFLAR
PTSD	CFLAR-AS1
PTSD	CGREF1
PTSD	CHN2
PTSD	CLIC5
PTSD	CNBD1
PTSD	CNGB3
PTSD	CNTN4
PTSD	CNTN6
PTSD	COL24A1
PTSD	CPNE3
PTSD	CTNNA3
PTSD	CTSC
PTSD	CUBN
PTSD	CYYR1
PTSD	DLG2
PTSD	DOC2B
PTSD	EDN3
PTSD	EHD4
PTSD	ELP3
PTSD	EPHA10
PTSD	ESR1
PTSD	EXOC2
PTSD	FAM172BP
PTSD	FLJ13197
PTSD	FOXC1
PTSD	GAS2
PTSD	GAS7
PTSD	GCKR
PTSD	GEM
PTSD	GLP2R
PTSD	GMDS
PTSD	GNA14
PTSD	GRM5
PTSD	HMCN1
PTSD	IBTK
PTSD	IMPA1
PTSD	INO80D
PTSD	INTS3
PTSD	IQCJ-SCHIP1
PTSD	IRF4
PTSD	JAK1
PTSD	JPH4
PTSD	KANK1
PTSD	KCNH1
PTSD	KDM4B
PTSD	KIAA1244
PTSD	KIAA1430
PTSD	KLF3
PTSD	KRT1
PTSD	KRT3
PTSD	KRT4
PTSD	KRT76
PTSD	KRT77
PTSD	KRT79
PTSD	LDLRAD4
PTSD	LHFPL3
PTSD	LINC00595
PTSD	LINC00856
PTSD	LINC00911
PTSD	LOC100506207
PTSD	LOC100506421
PTSD	LOC284998
PTSD	LOC339166
PTSD	LOC339822
PTSD	LOC728730
PTSD	LRCH1
PTSD	LRPPRC
PTSD	MAP3K9
PTSD	MAP4K3
PTSD	MCTP2
PTSD	MIR3141
PTSD	MIR4287
PTSD	MIR4747
PTSD	MIR548F1
PTSD	MPPED2
PTSD	MYO5B
PTSD	MYOZ1
PTSD	NCK2
PTSD	NCMAP
PTSD	NCS1
PTSD	NDUFA10
PTSD	NEK7
PTSD	NLRP3
PTSD	NUGGC
PTSD	OR2B11
PTSD	OR6B2
PTSD	OR6B3
PTSD	OSBP2
PTSD	PALM2
PTSD	PALM2-AKAP2
PTSD	PAPD5
PTSD	PAQR6
PTSD	PID1
PTSD	PLA2G4D
PTSD	PLA2G4E
PTSD	PMF1-BGLAP
PTSD	PODXL
PTSD	PPARGC1A
PTSD	PPFIBP1
PTSD	PPIC
PTSD	PRDM6
PTSD	PREB
PTSD	PRR15
PTSD	PRR21
PTSD	PTPRS
PTSD	RAB31
PTSD	RAB6B
PTSD	RAD18
PTSD	RBFOX1
PTSD	RCVRN
PTSD	RFX3
PTSD	RGS7BP
PTSD	RMDN1
PTSD	RNU6-72P
PTSD	ROBO2
PTSD	ROCK1
PTSD	RPS19BP1
PTSD	RYR2
